id,name,university,domain,depts,field,dupct
52363,Michael S Y Chwe,University of California Los Angeles,ucla.edu,Political Science</li><li>Politics</li><li>Government and Politics</li><li>Government</li><li>International Relations</li><li>Political Economy and Public Policy</li><li>Political Science and International Affairs</li><li>Political Economy and Government</li><li>International Relations and Public Administration,Political Science,1
63087,David W Raible,University of Washington,washington.edu,Neuroscience</li><li>Neurobiology</li><li>Neuroscience and Cognitive Science</li><li>Neurobiology and Behavior</li><li>Computational Neuroscience</li><li>Cell and Neurobiology,Neuroscience and Neurobiology,1
16049,Iwan Duursma,University of Illinois at Urbana-Champaign,illinois.edu,"Mathematics</li><li>Mathematics, Statistics and Computer Science</li><li>Scientific Computation",Mathematics,1
62354,Spiros H Courellis,University of Southern California,usc.edu,"Biomedical Engineering</li><li>Biomedical Sciences</li><li>Vision Science</li><li>Biological Systems Engineering</li><li>Applied Science Engineering</li><li>Biomedical Physics</li><li>Human Centered Design and Engineering</li><li>Biomedical Informatics</li><li>Biomedical Engineering, Biomedical Imaging and Telemedicine</li><li>Biomedical Informatics and Computational Biology",Biomedical Engineering and Bioengineering,1
34767,Mitchell F Denning,Northwestern University,northwestern.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",1
43632,L W Schultz,State University of New York Buffalo,buffalo.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",1
32172,Jeff Good,New York University,nyu.edu,Linguistics</li><li>Applied Linguistics</li><li>Linguistics (Hispanic Linguistics)</li><li>Linguistics and Cognitive Science</li><li>Comparative Human Development and Linguistics</li><li>Applied Linguistics and Technology,Linguistics,1
26197,Gary Gerstle,University of Maryland College Park,umd.edu,"History</li><li>History and Philosophy of Science</li><li>History of Science</li><li>History of American Civilization</li><li>Conceptual and Historical Studies of Science</li><li>History of Science, Technology and Medicine</li><li>History (Science Studies)</li><li>History of Science and Technology</li><li>History and Sociology of Science</li><li>History of Culture",History,1
62815,Brian A Nelson,University of Washington,washington.edu,Aerospace Engineering</li><li>Aeronautics and Astronautics</li><li>Aerospace Engineering and Mechanics</li><li>Aerospace Engineering (Astronautics)</li><li>Engineering Sciences (Engineering Physics)</li><li>Engineering Sciences (Aerospace Engineering)</li><li>Engineering Sciences </li><li>Aeronautical and Astronautical Engineering</li><li>Aviation Technology</li><li>Aeronautical Engineering,Aerospace Engineering,1
17196,Andrea N Eagleman,Indiana University Bloomington,indiana.edu,"Health, Physical Education and Recreation</li><li>Recreation, Sport and Tourism</li><li>Recreation, Park and Leisure Studies",Leisure Studies,1
14071,Collin M Stultz,Harvard University,harvard.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",1
2900,Michael A Crimmins,University of Arizona,arizona.edu,"Environmental Science, Policy, and Management</li><li>Environmental Sciences and Engineering</li><li>Environment</li><li>Natural Resources</li><li>Environmental Science and Management</li><li>Conservation Biology</li><li>Natural Resources Science and Management</li><li>Environmental Science</li><li>Arid Lands Resource Sciences</li><li>Sustainability</li><li>Natural Resource Ecology and Management</li><li>Water Resources Science</li><li>Community, Agriculture, Recreation and Resource Studies</li><li>Environment and Resources",Environmental Sciences,1
64783,Branford Mcallister,Walden University,waldenu.edu,"Applied Management and Decision Sciences</li><li>Business Administration</li><li>Business</li><li>Management</li><li>Administration, Leadership and Technology</li><li>Managerial Economics and Strategy</li><li>Management and Organizations</li><li>Operations Research</li><li>Operations and Information Management</li><li>Operations Research and Financial Engineering","Business Administration, Management, and Operations",1
23405,Ronald Walters,Johns Hopkins University,jhu.edu,"History</li><li>History and Philosophy of Science</li><li>History of Science</li><li>History of American Civilization</li><li>Conceptual and Historical Studies of Science</li><li>History of Science, Technology and Medicine</li><li>History (Science Studies)</li><li>History of Science and Technology</li><li>History and Sociology of Science</li><li>History of Culture",History,1
56235,Shaun Bowler,University of California San Diego,ucsd.edu,Political Science</li><li>Politics</li><li>Government and Politics</li><li>Government</li><li>International Relations</li><li>Political Economy and Public Policy</li><li>Political Science and International Affairs</li><li>Political Economy and Government</li><li>International Relations and Public Administration,Political Science,1
16606,Pascal Bellon,University of Illinois at Urbana-Champaign,illinois.edu,Materials Science</li><li>Materials</li><li>Material Science and Engineering</li><li>Materials Engineering</li><li>Materials Science and Engineering</li><li>Materials Science Engineering</li><li>Materials Science and Mechanical Engineering,Materials Science and Engineering,1
9107,Gregory Dwyer,University of Chicago,uchicago.edu,"Ecology</li><li>Ecology, Evolution and Marine Biology</li><li>Ecology, Evolution and Organismal Biology</li><li>Ecology, Evolution and Behavior</li><li>Ecology and Evolutionary Biology</li><li>Population Biology</li><li>Behavior, Ecology, Evolution and Systematics</li><li>Evolutionary Biology</li><li>Ecology and Evolution</li><li>Social Ecology",Ecology and Evolutionary Biology,1
60782,William R Stott,University of North Carolina Chapel Hill,unc.edu,"Environmental Science, Policy, and Management</li><li>Environmental Sciences and Engineering</li><li>Environment</li><li>Natural Resources</li><li>Environmental Science and Management</li><li>Conservation Biology</li><li>Natural Resources Science and Management</li><li>Environmental Science</li><li>Arid Lands Resource Sciences</li><li>Sustainability</li><li>Natural Resource Ecology and Management</li><li>Water Resources Science</li><li>Community, Agriculture, Recreation and Resource Studies</li><li>Environment and Resources",Environmental Sciences,1
15180,Scott A Armstrong,Harvard University,harvard.edu,"Biology</li><li>Biological Sciences</li><li>Biology: Medical Sciences, Division of</li><li>Integrative Biology</li><li>Biology, Molecular and Cellular</li><li>Biological Science</li><li>Biology, Organismic and Evolutionary</li><li>Biology </li><li>Biology: Medical Sciences</li><li>Free Radical and Radiation Biology",Biology,1
11118,Catherine L Gilliss,Duke University,duke.edu,"Nursing Science</li><li>Nursing</li><li>Nursing Studies</li><li>Nursing and Healthcare Innovation</li><li>Environmental and Occupational Health Sciences</li><li>Nursing Research and Science</li><li>Nursing-Women, Children and Family Health Science</li><li>Women, Child and Family Health Science Nursing</li><li>Nursing Science and Theory Development</li><li>Nursing Research",Nursing,1
45647,Yong J Geng,University of Texas Austin,utexas.edu,"Biomedical Engineering</li><li>Biomedical Sciences</li><li>Vision Science</li><li>Biological Systems Engineering</li><li>Applied Science Engineering</li><li>Biomedical Physics</li><li>Human Centered Design and Engineering</li><li>Biomedical Informatics</li><li>Biomedical Engineering, Biomedical Imaging and Telemedicine</li><li>Biomedical Informatics and Computational Biology",Biomedical Engineering and Bioengineering,1
40121,Anthony J Silva,Purdue University,purdue.edu,"English Language and Literature</li><li>Literature</li><li>Language, Reading and Culture</li><li>Languages and Cultures</li><li>Literature and Creative Writing</li><li>English</li><li>English and American Indian Studies</li><li>Language, Literacy and Culture</li><li>Literature in English",English Language and Literature,1
22443,Sergey L Budko,Iowa State University,iastate.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,1
56720,Christian Rosendal,University of Illinois Chicago,uic.edu,"Mathematics</li><li>Mathematics, Statistics and Computer Science</li><li>Scientific Computation",Mathematics,1
22440,Sebastien Pouliot,Iowa State University,iastate.edu,Economics</li><li>Applied Economics</li><li>Development</li><li>Economics and Business</li><li>Applied Economics and Management</li><li>Health Care Management and Economics</li><li>Economics and International Affairs,Economics,1
168,Brijesh Thapa,Arizona State University,asu.edu,"Environmental Science, Policy, and Management</li><li>Environmental Sciences and Engineering</li><li>Environment</li><li>Natural Resources</li><li>Environmental Science and Management</li><li>Conservation Biology</li><li>Natural Resources Science and Management</li><li>Environmental Science</li><li>Arid Lands Resource Sciences</li><li>Sustainability</li><li>Natural Resource Ecology and Management</li><li>Water Resources Science</li><li>Community, Agriculture, Recreation and Resource Studies</li><li>Environment and Resources",Environmental Sciences,1
66331,Huifang Xu,University of Wisconsin Madison,wisc.edu,"Geological Sciences</li><li>Geology</li><li>Geosciences</li><li>Earth and Planetary Science</li><li>Earth and Environmental Sciences</li><li>Earth Sciences</li><li>Soil, Water and Environmental Science</li><li>Hydrology</li><li>Geophysical Sciences</li><li>Planetary Sciences</li><li>Earth and Space Sciences</li><li>Geological and Atmospheric Sciences</li><li>Soils and Biogeochemistry",Earth Sciences,1
16625,Paul M Ricker,University of Illinois at Urbana-Champaign,illinois.edu,Astronomy</li><li>Astrophysics</li><li>Astrophysical and Planetary Sciences</li><li>Astronomy and Astrophysics</li><li>Astrophysical Sciences</li><li>Astrophysics and Astronomy</li><li>Astronomy and Space Sciences,Astrophysics and Astronomy,1
48998,Ken B Kaplan,University of California Davis,ucdavis.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",1
48539,Frank E Osterloh,University of California Davis,ucdavis.edu,"Chemistry</li><li>Chemistry and Chemical Biology</li><li>Chemistry and Biochemistry</li><li>Chemistry </li><li>Chemical Biology</li><li>Chemistry (Chemical Physics)</li><li>Environmental Chemistry and Technology</li><li>Chemistry, Physical</li><li>Organic Chemistry</li><li>Chemistry, Biochemistry",Chemistry,1
5627,William D Collins,University of California Berkeley,berkeley.edu,"Civil Engineering</li><li>Structural Engineering</li><li>Civil, Construction and Environmental Engineering</li><li>Civil, Structural and Environmental Engineering</li><li>Environmental Engineering</li><li>Civil and Environmental Engineering</li><li>Transportation Technology and Policy</li><li>Civil and Materials Engineering</li><li>Civil Engineering(Water Resources)</li><li>Civil Engineering(Structural Engineering)",Civil and Environmental Engineering,1
43372,H R Rao,State University of New York Buffalo,buffalo.edu,Management Science and Systems</li><li>Business Economics</li><li>Business and Economics,Management Sciences and Quantitative Methods,1
42627,Surabi Menon,Purdue University,purdue.edu,"Oceanography</li><li>Atmospheric Sciences</li><li>Earth and Atmospheric Sciences</li><li>Earth, Atmospheric and Planetary Sciences</li><li>Earth and Ocean Sciences</li><li>Earth, Ocean and Atmospheric Science</li><li>Atmospheric and Oceanic Sciences</li><li>Ocean Sciences</li><li>Meteorology",Oceanography and Atmospheric Sciences and Meteorology,1
3216,Rob H Robichaux,University of Arizona,arizona.edu,"Ecology</li><li>Ecology, Evolution and Marine Biology</li><li>Ecology, Evolution and Organismal Biology</li><li>Ecology, Evolution and Behavior</li><li>Ecology and Evolutionary Biology</li><li>Population Biology</li><li>Behavior, Ecology, Evolution and Systematics</li><li>Evolutionary Biology</li><li>Ecology and Evolution</li><li>Social Ecology",Ecology and Evolutionary Biology,1
46086,David Budd,University of Colorado Boulder,colorado.edu,"Geological Sciences</li><li>Geology</li><li>Geosciences</li><li>Earth and Planetary Science</li><li>Earth and Environmental Sciences</li><li>Earth Sciences</li><li>Soil, Water and Environmental Science</li><li>Hydrology</li><li>Geophysical Sciences</li><li>Planetary Sciences</li><li>Earth and Space Sciences</li><li>Geological and Atmospheric Sciences</li><li>Soils and Biogeochemistry",Earth Sciences,1
67630,Tricia Kiley,University of Wisconsin Madison,wisc.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",1
20640,Natasa Durovicova,University of Iowa,uiowa.edu,"Cinema-Television (Critical Studies)</li><li>Cinema Studies</li><li>Cinema-Television (Cinema Critical Studies)</li><li>Media, Culture and Communication</li><li>Visual Studies</li><li>Media, Technology and Society</li><li>Cinema and Media Studies</li><li>Screen Cultures</li><li>Film and Media Studies</li><li>Media Arts and Technology</li><li>Film Studies",Film and Media Studies,1
6091,Charles Bernstein,City University of New York,cuny.edu,"English Language and Literature</li><li>Literature</li><li>Language, Reading and Culture</li><li>Languages and Cultures</li><li>Literature and Creative Writing</li><li>English</li><li>English and American Indian Studies</li><li>Language, Literacy and Culture</li><li>Literature in English",English Language and Literature,1
33926,David J Corr,Northwestern University,northwestern.edu,"Civil Engineering</li><li>Structural Engineering</li><li>Civil, Construction and Environmental Engineering</li><li>Civil, Structural and Environmental Engineering</li><li>Environmental Engineering</li><li>Civil and Environmental Engineering</li><li>Transportation Technology and Policy</li><li>Civil and Materials Engineering</li><li>Civil Engineering(Water Resources)</li><li>Civil Engineering(Structural Engineering)",Civil and Environmental Engineering,1
32086,Isabelle Hyman,New York University,nyu.edu,Fine Arts</li><li>Art,Fine Arts,1
34563,Laura Kipnis,Northwestern University,northwestern.edu,"Cinema-Television (Critical Studies)</li><li>Cinema Studies</li><li>Cinema-Television (Cinema Critical Studies)</li><li>Media, Culture and Communication</li><li>Visual Studies</li><li>Media, Technology and Society</li><li>Cinema and Media Studies</li><li>Screen Cultures</li><li>Film and Media Studies</li><li>Media Arts and Technology</li><li>Film Studies",Film and Media Studies,1
52381,Mirella Dapretto,University of California Los Angeles,ucla.edu,Neuroscience</li><li>Neurobiology</li><li>Neuroscience and Cognitive Science</li><li>Neurobiology and Behavior</li><li>Computational Neuroscience</li><li>Cell and Neurobiology,Neuroscience and Neurobiology,1
17852,Gary M Hieftje,Indiana University Bloomington,indiana.edu,"Chemistry</li><li>Chemistry and Chemical Biology</li><li>Chemistry and Biochemistry</li><li>Chemistry </li><li>Chemical Biology</li><li>Chemistry (Chemical Physics)</li><li>Environmental Chemistry and Technology</li><li>Chemistry, Physical</li><li>Organic Chemistry</li><li>Chemistry, Biochemistry",Chemistry,1
22262,Paul Sacks,Iowa State University,iastate.edu,"Mathematics</li><li>Mathematics, Statistics and Computer Science</li><li>Scientific Computation",Mathematics,1
3595,Warren B Ballard,University of Arizona,arizona.edu,"Environmental Science, Policy, and Management</li><li>Environmental Sciences and Engineering</li><li>Environment</li><li>Natural Resources</li><li>Environmental Science and Management</li><li>Conservation Biology</li><li>Natural Resources Science and Management</li><li>Environmental Science</li><li>Arid Lands Resource Sciences</li><li>Sustainability</li><li>Natural Resource Ecology and Management</li><li>Water Resources Science</li><li>Community, Agriculture, Recreation and Resource Studies</li><li>Environment and Resources",Environmental Sciences,1
55677,Mark D Ohman,University of California San Diego,ucsd.edu,"Oceanography</li><li>Atmospheric Sciences</li><li>Earth and Atmospheric Sciences</li><li>Earth, Atmospheric and Planetary Sciences</li><li>Earth and Ocean Sciences</li><li>Earth, Ocean and Atmospheric Science</li><li>Atmospheric and Oceanic Sciences</li><li>Ocean Sciences</li><li>Meteorology",Oceanography and Atmospheric Sciences and Meteorology,1
49190,Mark Lubell,University of California Davis,ucdavis.edu,"Ecology</li><li>Ecology, Evolution and Marine Biology</li><li>Ecology, Evolution and Organismal Biology</li><li>Ecology, Evolution and Behavior</li><li>Ecology and Evolutionary Biology</li><li>Population Biology</li><li>Behavior, Ecology, Evolution and Systematics</li><li>Evolutionary Biology</li><li>Ecology and Evolution</li><li>Social Ecology",Ecology and Evolutionary Biology,1
12328,Raphael Valdivia,Duke University,duke.edu,Genetics</li><li>Genetics and Genomics</li><li>Molecular Genetics and Microbiology</li><li>Human Genetics</li><li>Computational Biology and Bioinformatics</li><li>Computational Molecular Biology</li><li>Genome Sciences</li><li>Molecular Genetics and Cell Biology</li><li>Genomics and Computational Biology</li><li>Molecular Genetics,Genetics and Genomics,1
17584,David H Good,Indiana University Bloomington,indiana.edu,Communication</li><li>Communication Studies</li><li>Journalism</li><li>Mass Communications</li><li>Technology</li><li>Journalism and Mass Communication</li><li>Communication and Culture</li><li>Mass Communications and Telecommunications</li><li>Social and Cultural Analysis</li><li>Cultural Studies</li><li>Social Thought</li><li>Communication Arts and Sciences - Media and Information Studies</li><li>Communication Arts</li><li>Philanthropic Studies,Communication,1
67719,Xuejun Pan,University of Wisconsin Madison,wisc.edu,"Biomedical Engineering</li><li>Biomedical Sciences</li><li>Vision Science</li><li>Biological Systems Engineering</li><li>Applied Science Engineering</li><li>Biomedical Physics</li><li>Human Centered Design and Engineering</li><li>Biomedical Informatics</li><li>Biomedical Engineering, Biomedical Imaging and Telemedicine</li><li>Biomedical Informatics and Computational Biology",Biomedical Engineering and Bioengineering,1
12762,William Marzluff,Duke University,duke.edu,Genetics</li><li>Genetics and Genomics</li><li>Molecular Genetics and Microbiology</li><li>Human Genetics</li><li>Computational Biology and Bioinformatics</li><li>Computational Molecular Biology</li><li>Genome Sciences</li><li>Molecular Genetics and Cell Biology</li><li>Genomics and Computational Biology</li><li>Molecular Genetics,Genetics and Genomics,1
44632,Ganesan J T,University of Texas Austin,utexas.edu,Chemical Engineering</li><li>Bioengineering</li><li>Chemical and Biological Engineering</li><li>Biomolecular Science and Engineering</li><li>Petroleum Engineering</li><li>Chemical and Biochemical Engineering</li><li>Biomolecular Chemistry</li><li>Chemical and Biomedical Engineering</li><li>Chemical and Biomolecular Engineering</li><li>Chemical and Petroleum Engineering,Chemical Engineering,1
23192,Lawrence Principe,Johns Hopkins University,jhu.edu,German</li><li>Germanic Studies</li><li>Germanic Languages</li><li>German Studies</li><li>Germanic Languages and Literatures</li><li>Germanic Language and Literature</li><li>Germanics</li><li>German Literature and Critical Thought</li><li>German and Romance Languages and Literatures,German Language and Literature,1
64349,Sarah L Keller,University of Washington,washington.edu,"Chemistry</li><li>Chemistry and Chemical Biology</li><li>Chemistry and Biochemistry</li><li>Chemistry </li><li>Chemical Biology</li><li>Chemistry (Chemical Physics)</li><li>Environmental Chemistry and Technology</li><li>Chemistry, Physical</li><li>Organic Chemistry</li><li>Chemistry, Biochemistry",Chemistry,1
61765,Krishna S Nayak,University of Southern California,usc.edu,"Electrical Engineering</li><li>Electrical Engineering and Computer Sciences</li><li>Electrical Engineering (Communication Theory and Systems)</li><li>Electrical Engineering (Electronic Circuits and Systems)</li><li>Electrical Engineering (Signal and Image Processing)</li><li>Electrical Engineering (Photonics)</li><li>Electrical and Computer Engineering</li><li>Computer Engineering</li><li>Electrical Engineering (Applied Physics)</li><li>Electrical and Systems Engineering</li><li>Electrical Engineering (Electrical Circuits and Systems)</li><li>Electrical Engineering (VLSI Design)</li><li>Electrical Engineering (Intelligent Systems, Robotics and Controls)",Electrical and Computer Engineering,1
48141,Brian H Kolner,University of California Davis,ucdavis.edu,"Biomedical Engineering</li><li>Biomedical Sciences</li><li>Vision Science</li><li>Biological Systems Engineering</li><li>Applied Science Engineering</li><li>Biomedical Physics</li><li>Human Centered Design and Engineering</li><li>Biomedical Informatics</li><li>Biomedical Engineering, Biomedical Imaging and Telemedicine</li><li>Biomedical Informatics and Computational Biology",Biomedical Engineering and Bioengineering,1
42963,Yung C Shin,Purdue University,purdue.edu,Mechanical Engineering</li><li>Mechanical and Aerospace Engineering</li><li>Engineering Sciences (Mechanical Engineering)</li><li>Mechanical Engineering and Materials Science</li><li>Mechanical and Aeronautical Engineering</li><li>Mechanical Science and Engineering</li><li>Mechanical Engineering and Applied Mechanics</li><li>Engineering Mechanics</li><li>Theoretical and Applied Mechanics</li><li>Engineering Sciences (Applied Mechanics),Mechanical Engineering,1
25206,Suzanne Thiem,Michigan State University,msu.edu,Entomology</li><li>Insect Science,Entomology,1
25106,Shawnee Vickery,Michigan State University,msu.edu,"Applied Management and Decision Sciences</li><li>Business Administration</li><li>Business</li><li>Management</li><li>Administration, Leadership and Technology</li><li>Managerial Economics and Strategy</li><li>Management and Organizations</li><li>Operations Research</li><li>Operations and Information Management</li><li>Operations Research and Financial Engineering","Business Administration, Management, and Operations",1
32610,Mario D Pero,New York University,nyu.edu,"History</li><li>History and Philosophy of Science</li><li>History of Science</li><li>History of American Civilization</li><li>Conceptual and Historical Studies of Science</li><li>History of Science, Technology and Medicine</li><li>History (Science Studies)</li><li>History of Science and Technology</li><li>History and Sociology of Science</li><li>History of Culture",History,1
47175,Mike Shull,University of Colorado Boulder,colorado.edu,Astronomy</li><li>Astrophysics</li><li>Astrophysical and Planetary Sciences</li><li>Astronomy and Astrophysics</li><li>Astrophysical Sciences</li><li>Astrophysics and Astronomy</li><li>Astronomy and Space Sciences,Astrophysics and Astronomy,1
26351,Howard M Milchberg,University of Maryland College Park,umd.edu,"Electrical Engineering</li><li>Electrical Engineering and Computer Sciences</li><li>Electrical Engineering (Communication Theory and Systems)</li><li>Electrical Engineering (Electronic Circuits and Systems)</li><li>Electrical Engineering (Signal and Image Processing)</li><li>Electrical Engineering (Photonics)</li><li>Electrical and Computer Engineering</li><li>Computer Engineering</li><li>Electrical Engineering (Applied Physics)</li><li>Electrical and Systems Engineering</li><li>Electrical Engineering (Electrical Circuits and Systems)</li><li>Electrical Engineering (VLSI Design)</li><li>Electrical Engineering (Intelligent Systems, Robotics and Controls)",Electrical and Computer Engineering,1
57691,Brian Kuhlman,University of North Carolina Chapel Hill,unc.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",1
60348,Shrawan Kumar,University of North Carolina Chapel Hill,unc.edu,"Mathematics</li><li>Mathematics, Statistics and Computer Science</li><li>Scientific Computation",Mathematics,1
1267,Robert J Kauffman,Arizona State University,asu.edu,"Applied Management and Decision Sciences</li><li>Business Administration</li><li>Business</li><li>Management</li><li>Administration, Leadership and Technology</li><li>Managerial Economics and Strategy</li><li>Management and Organizations</li><li>Operations Research</li><li>Operations and Information Management</li><li>Operations Research and Financial Engineering","Business Administration, Management, and Operations",1
59402,Luis Urrieta,University of North Carolina Chapel Hill,unc.edu,"Educational Policy and Administration</li><li>Education</li><li>Urban Education</li><li>Work and Human Resource Education</li><li>Educational Administration</li><li>K-12 Educational Administration</li><li>Education (Policy, Planning and Administration)</li><li>Youth Development and Agricultural Education</li><li>Work, Community and Family Education</li><li>Continuing and Vocational Ed-ED",Educational Administration and Supervision,1
25096,Shantanu Chakrabartty,Michigan State University,msu.edu,"Electrical Engineering</li><li>Electrical Engineering and Computer Sciences</li><li>Electrical Engineering (Communication Theory and Systems)</li><li>Electrical Engineering (Electronic Circuits and Systems)</li><li>Electrical Engineering (Signal and Image Processing)</li><li>Electrical Engineering (Photonics)</li><li>Electrical and Computer Engineering</li><li>Computer Engineering</li><li>Electrical Engineering (Applied Physics)</li><li>Electrical and Systems Engineering</li><li>Electrical Engineering (Electrical Circuits and Systems)</li><li>Electrical Engineering (VLSI Design)</li><li>Electrical Engineering (Intelligent Systems, Robotics and Controls)",Electrical and Computer Engineering,1
33582,Young T Chang,New York University,nyu.edu,"Chemistry</li><li>Chemistry and Chemical Biology</li><li>Chemistry and Biochemistry</li><li>Chemistry </li><li>Chemical Biology</li><li>Chemistry (Chemical Physics)</li><li>Environmental Chemistry and Technology</li><li>Chemistry, Physical</li><li>Organic Chemistry</li><li>Chemistry, Biochemistry",Chemistry,1
66569,Jon Mckenzie,University of Wisconsin Madison,wisc.edu,"English Language and Literature</li><li>Literature</li><li>Language, Reading and Culture</li><li>Languages and Cultures</li><li>Literature and Creative Writing</li><li>English</li><li>English and American Indian Studies</li><li>Language, Literacy and Culture</li><li>Literature in English",English Language and Literature,1
5722,Alan Berger,City University of New York,cuny.edu,Philosophy</li><li>Logic and the Methodology of Science</li><li>Philosophy (Science Studies)</li><li>Philosophy and Cognitive Science</li><li>Philosophy in Chemical Engineering</li><li>Philosophy and Economics,Philosophy,1
57042,Lyn Ragsdale,University of Illinois Chicago,uic.edu,Political Science</li><li>Politics</li><li>Government and Politics</li><li>Government</li><li>International Relations</li><li>Political Economy and Public Policy</li><li>Political Science and International Affairs</li><li>Political Economy and Government</li><li>International Relations and Public Administration,Political Science,1
