id,name,university,domain,depts,field,dupct
27862,Sumit Gulwani,University of Maryland College Park,umd.edu,Computer Science</li><li>Computer and Information Science</li><li>Computer Science (Software Engineering)</li><li>Computer and Information Technology</li><li>Computer Science (Computer Networks)</li><li>Computer Science and Engineering</li><li>Computer Science and Linguistics</li><li>Computer Science (Intelligent Robotics)</li><li>Computer Science and Cognitive Science</li><li>Computer Science (Intelligent Robotics),Computer Sciences,1
16117,Jennifer Fraterrigo,University of Illinois at Urbana-Champaign,illinois.edu,"Biology</li><li>Biological Sciences</li><li>Biology: Medical Sciences, Division of</li><li>Integrative Biology</li><li>Biology, Molecular and Cellular</li><li>Biological Science</li><li>Biology, Organismic and Evolutionary</li><li>Biology </li><li>Biology: Medical Sciences</li><li>Free Radical and Radiation Biology",Biology,1
4418,Ivo Souza,University of California Berkeley,berkeley.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,1
33942,David N Seidman,Northwestern University,northwestern.edu,Materials Science</li><li>Materials</li><li>Material Science and Engineering</li><li>Materials Engineering</li><li>Materials Science and Engineering</li><li>Materials Science Engineering</li><li>Materials Science and Mechanical Engineering,Materials Science and Engineering,1
12849,Andrew Fenton,Florida State University,fsu.edu,Music</li><li>Music and Performing Arts Professions</li><li>Music Education</li><li>Musicology</li><li>Music Theory</li><li>Ethnomusicology</li><li>Music Studies</li><li>Music (Historical Musicology)</li><li>Music (History and Literature),Music,1
63916,Mary F Hebert,University of Washington,washington.edu,"Pharmaceutical Sciences</li><li>Pharmacy</li><li>Industrial and Physical Pharmacy</li><li>Pharmaceutics</li><li>Pharmaceutical Economics and Policy</li><li>Social and Administrative Pharmacy</li><li>Pharmacy Practice</li><li>Social, Administrative and Clinical Pharmacy</li><li>Biopharmaceutical Sciences</li><li>Social and Administrative Sciences in Pharmacy",Pharmacy and Pharmaceutical Sciences,1
63367,Igor Novosselov,University of Washington,washington.edu,Mechanical Engineering</li><li>Mechanical and Aerospace Engineering</li><li>Engineering Sciences (Mechanical Engineering)</li><li>Mechanical Engineering and Materials Science</li><li>Mechanical and Aeronautical Engineering</li><li>Mechanical Science and Engineering</li><li>Mechanical Engineering and Applied Mechanics</li><li>Engineering Mechanics</li><li>Theoretical and Applied Mechanics</li><li>Engineering Sciences (Applied Mechanics),Mechanical Engineering,1
55809,Milos Kokotovic,University of California San Diego,ucsd.edu,"English Language and Literature</li><li>Literature</li><li>Language, Reading and Culture</li><li>Languages and Cultures</li><li>Literature and Creative Writing</li><li>English</li><li>English and American Indian Studies</li><li>Language, Literacy and Culture</li><li>Literature in English",English Language and Literature,1
12067,Martin P Golding,Duke University,duke.edu,Philosophy</li><li>Logic and the Methodology of Science</li><li>Philosophy (Science Studies)</li><li>Philosophy and Cognitive Science</li><li>Philosophy in Chemical Engineering</li><li>Philosophy and Economics,Philosophy,1
40316,Carol B Post,Purdue University,purdue.edu,Medicinal Chemistry and Molecular Pharmacology</li><li>Pharmacology and Toxicology</li><li>Toxicology</li><li>Medicinal Chemistry</li><li>Molecular Pharmacology and Toxicology</li><li>Molecular and Medical Pharmacology</li><li>Pharmacology</li><li>Medicinal Chemistry and Pharmacology</li><li>Molecular and Environmental Toxicology</li><li>Human Toxicology,"Pharmacology, Toxicology and Environmental Health",1
16422,Mark A Shannon,University of Illinois at Urbana-Champaign,illinois.edu,Mechanical Engineering</li><li>Mechanical and Aerospace Engineering</li><li>Engineering Sciences (Mechanical Engineering)</li><li>Mechanical Engineering and Materials Science</li><li>Mechanical and Aeronautical Engineering</li><li>Mechanical Science and Engineering</li><li>Mechanical Engineering and Applied Mechanics</li><li>Engineering Mechanics</li><li>Theoretical and Applied Mechanics</li><li>Engineering Sciences (Applied Mechanics),Mechanical Engineering,1
52823,Sungtaek Ju,University of California Los Angeles,ucla.edu,"Electrical Engineering</li><li>Electrical Engineering and Computer Sciences</li><li>Electrical Engineering (Communication Theory and Systems)</li><li>Electrical Engineering (Electronic Circuits and Systems)</li><li>Electrical Engineering (Signal and Image Processing)</li><li>Electrical Engineering (Photonics)</li><li>Electrical and Computer Engineering</li><li>Computer Engineering</li><li>Electrical Engineering (Applied Physics)</li><li>Electrical and Systems Engineering</li><li>Electrical Engineering (Electrical Circuits and Systems)</li><li>Electrical Engineering (VLSI Design)</li><li>Electrical Engineering (Intelligent Systems, Robotics and Controls)",Electrical and Computer Engineering,1
63903,Martha Groom,University of Washington,washington.edu,"Biology</li><li>Biological Sciences</li><li>Biology: Medical Sciences, Division of</li><li>Integrative Biology</li><li>Biology, Molecular and Cellular</li><li>Biological Science</li><li>Biology, Organismic and Evolutionary</li><li>Biology </li><li>Biology: Medical Sciences</li><li>Free Radical and Radiation Biology",Biology,1
55969,Petr Krysl,University of California San Diego,ucsd.edu,"Mathematics</li><li>Mathematics, Statistics and Computer Science</li><li>Scientific Computation",Mathematics,1
4318,Gerhard Kramer,University of California Berkeley,berkeley.edu,"Electrical Engineering</li><li>Electrical Engineering and Computer Sciences</li><li>Electrical Engineering (Communication Theory and Systems)</li><li>Electrical Engineering (Electronic Circuits and Systems)</li><li>Electrical Engineering (Signal and Image Processing)</li><li>Electrical Engineering (Photonics)</li><li>Electrical and Computer Engineering</li><li>Computer Engineering</li><li>Electrical Engineering (Applied Physics)</li><li>Electrical and Systems Engineering</li><li>Electrical Engineering (Electrical Circuits and Systems)</li><li>Electrical Engineering (VLSI Design)</li><li>Electrical Engineering (Intelligent Systems, Robotics and Controls)",Electrical and Computer Engineering,1
52497,Paulo Tabuada,University of California Los Angeles,ucla.edu,"Electrical Engineering</li><li>Electrical Engineering and Computer Sciences</li><li>Electrical Engineering (Communication Theory and Systems)</li><li>Electrical Engineering (Electronic Circuits and Systems)</li><li>Electrical Engineering (Signal and Image Processing)</li><li>Electrical Engineering (Photonics)</li><li>Electrical and Computer Engineering</li><li>Computer Engineering</li><li>Electrical Engineering (Applied Physics)</li><li>Electrical and Systems Engineering</li><li>Electrical Engineering (Electrical Circuits and Systems)</li><li>Electrical Engineering (VLSI Design)</li><li>Electrical Engineering (Intelligent Systems, Robotics and Controls)",Electrical and Computer Engineering,1
7614,Michael Sobel,City University of New York,cuny.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,1
58207,Drew W Lee,University of North Carolina Chapel Hill,unc.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",1
56115,Robert Schapire,University of California San Diego,ucsd.edu,Computer Science</li><li>Computer and Information Science</li><li>Computer Science (Software Engineering)</li><li>Computer and Information Technology</li><li>Computer Science (Computer Networks)</li><li>Computer Science and Engineering</li><li>Computer Science and Linguistics</li><li>Computer Science (Intelligent Robotics)</li><li>Computer Science and Cognitive Science</li><li>Computer Science (Intelligent Robotics),Computer Sciences,1
53535,Hsi C Chen,University of California Santa Barbara,ucsb.edu,"Electrical Engineering</li><li>Electrical Engineering and Computer Sciences</li><li>Electrical Engineering (Communication Theory and Systems)</li><li>Electrical Engineering (Electronic Circuits and Systems)</li><li>Electrical Engineering (Signal and Image Processing)</li><li>Electrical Engineering (Photonics)</li><li>Electrical and Computer Engineering</li><li>Computer Engineering</li><li>Electrical Engineering (Applied Physics)</li><li>Electrical and Systems Engineering</li><li>Electrical Engineering (Electrical Circuits and Systems)</li><li>Electrical Engineering (VLSI Design)</li><li>Electrical Engineering (Intelligent Systems, Robotics and Controls)",Electrical and Computer Engineering,1
34991,Robert Oakes,Northwestern University,northwestern.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,1
16194,Jonathan J Makela,University of Illinois at Urbana-Champaign,illinois.edu,"Electrical Engineering</li><li>Electrical Engineering and Computer Sciences</li><li>Electrical Engineering (Communication Theory and Systems)</li><li>Electrical Engineering (Electronic Circuits and Systems)</li><li>Electrical Engineering (Signal and Image Processing)</li><li>Electrical Engineering (Photonics)</li><li>Electrical and Computer Engineering</li><li>Computer Engineering</li><li>Electrical Engineering (Applied Physics)</li><li>Electrical and Systems Engineering</li><li>Electrical Engineering (Electrical Circuits and Systems)</li><li>Electrical Engineering (VLSI Design)</li><li>Electrical Engineering (Intelligent Systems, Robotics and Controls)",Electrical and Computer Engineering,1
15355,Torben Iversen,Harvard University,harvard.edu,Political Science</li><li>Politics</li><li>Government and Politics</li><li>Government</li><li>International Relations</li><li>Political Economy and Public Policy</li><li>Political Science and International Affairs</li><li>Political Economy and Government</li><li>International Relations and Public Administration,Political Science,1
8000,Robert B Koehl,City University of New York,cuny.edu,Classics</li><li>Classical Studies</li><li>The Classics</li><li>Classical Languages and Literatures</li><li>Ancient History</li><li>Classical and Near Eastern Studies</li><li>Classics: Classical Languages and Literatures</li><li>Classics: Ancient Mediterranean World</li><li>Classical Archaeology</li><li>Classical Philology,Classics,1
34264,James E Colgate,Northwestern University,northwestern.edu,Mechanical Engineering</li><li>Mechanical and Aerospace Engineering</li><li>Engineering Sciences (Mechanical Engineering)</li><li>Mechanical Engineering and Materials Science</li><li>Mechanical and Aeronautical Engineering</li><li>Mechanical Science and Engineering</li><li>Mechanical Engineering and Applied Mechanics</li><li>Engineering Mechanics</li><li>Theoretical and Applied Mechanics</li><li>Engineering Sciences (Applied Mechanics),Mechanical Engineering,1
16533,Mittias Polborn,University of Illinois at Urbana-Champaign,illinois.edu,Economics</li><li>Applied Economics</li><li>Development</li><li>Economics and Business</li><li>Applied Economics and Management</li><li>Health Care Management and Economics</li><li>Economics and International Affairs,Economics,1
59831,Pam Cooper,University of North Carolina Chapel Hill,unc.edu,"English Language and Literature</li><li>Literature</li><li>Language, Reading and Culture</li><li>Languages and Cultures</li><li>Literature and Creative Writing</li><li>English</li><li>English and American Indian Studies</li><li>Language, Literacy and Culture</li><li>Literature in English",English Language and Literature,1
43764,Michael R Detty,State University of New York Buffalo,buffalo.edu,"Chemistry</li><li>Chemistry and Chemical Biology</li><li>Chemistry and Biochemistry</li><li>Chemistry </li><li>Chemical Biology</li><li>Chemistry (Chemical Physics)</li><li>Environmental Chemistry and Technology</li><li>Chemistry, Physical</li><li>Organic Chemistry</li><li>Chemistry, Biochemistry",Chemistry,1
33590,Zach Lockman,New York University,nyu.edu,Near Eastern Languages and Civilizations</li><li>Near Eastern Studies</li><li>Middle Eastern and Islamic Studies and History</li><li>Middle Eastern Studies</li><li>Middle Eastern and Islamic Studies</li><li>Latin American Studies</li><li>Asian Studies</li><li>Islamic Studies</li><li>Near and Middle Eastern Studies</li><li>Near Eastern Languages and Cultures,International and Area Studies,1
6606,Gerald Markowitz,City University of New York,cuny.edu,"History</li><li>History and Philosophy of Science</li><li>History of Science</li><li>History of American Civilization</li><li>Conceptual and Historical Studies of Science</li><li>History of Science, Technology and Medicine</li><li>History (Science Studies)</li><li>History of Science and Technology</li><li>History and Sociology of Science</li><li>History of Culture",History,1
62585,Yilmaz Kocer,University of Southern California,usc.edu,"Mathematics</li><li>Mathematics, Statistics and Computer Science</li><li>Scientific Computation",Mathematics,1
40993,Heidi D Dux,Purdue University,purdue.edu,Engineering Education,Engineering Education,1
61258,Edward Finegan,University of Southern California,usc.edu,Linguistics</li><li>Applied Linguistics</li><li>Linguistics (Hispanic Linguistics)</li><li>Linguistics and Cognitive Science</li><li>Comparative Human Development and Linguistics</li><li>Applied Linguistics and Technology,Linguistics,1
42983,Zygmunt Pizlo,Purdue University,purdue.edu,"Electrical Engineering</li><li>Electrical Engineering and Computer Sciences</li><li>Electrical Engineering (Communication Theory and Systems)</li><li>Electrical Engineering (Electronic Circuits and Systems)</li><li>Electrical Engineering (Signal and Image Processing)</li><li>Electrical Engineering (Photonics)</li><li>Electrical and Computer Engineering</li><li>Computer Engineering</li><li>Electrical Engineering (Applied Physics)</li><li>Electrical and Systems Engineering</li><li>Electrical Engineering (Electrical Circuits and Systems)</li><li>Electrical Engineering (VLSI Design)</li><li>Electrical Engineering (Intelligent Systems, Robotics and Controls)",Electrical and Computer Engineering,1
24372,John S Carlson,Michigan State University,msu.edu,Educational Psychology</li><li>Educational Psychology and Learning Systems</li><li>Educational Psychology and Educational Technology</li><li>Educational Technology</li><li>Education (Psychology and Technology)</li><li>School Psychology,Educational Psychology,1
8227,Sreenivas Alampalli,City University of New York,cuny.edu,"Engineering</li><li>Engineering and Applied Sciences</li><li>Engineering Administration</li><li>Textiles and Clothing</li><li>Control Science and Dynamical Systems</li><li>Welding Engineering</li><li>Engineering Science</li><li>Engineering Sciences</li><li>Fiber Science</li><li>Engineering, Materials Science",Engineering Science and Materials,1
21791,Jessica Hurst,Iowa State University,iastate.edu,"Apparel, Educational Studies and Hospitality Management</li><li>Hospitality and Tourism Management",Hospitality Administration and Management,1
25796,Christopher M Stafford,University of Maryland College Park,umd.edu,"Civil Engineering</li><li>Structural Engineering</li><li>Civil, Construction and Environmental Engineering</li><li>Civil, Structural and Environmental Engineering</li><li>Environmental Engineering</li><li>Civil and Environmental Engineering</li><li>Transportation Technology and Policy</li><li>Civil and Materials Engineering</li><li>Civil Engineering(Water Resources)</li><li>Civil Engineering(Structural Engineering)",Civil and Environmental Engineering,1
17568,David A Ingram,Indiana University Bloomington,indiana.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",1
23706,Bruce E Dale,Michigan State University,msu.edu,Chemical Engineering</li><li>Bioengineering</li><li>Chemical and Biological Engineering</li><li>Biomolecular Science and Engineering</li><li>Petroleum Engineering</li><li>Chemical and Biochemical Engineering</li><li>Biomolecular Chemistry</li><li>Chemical and Biomedical Engineering</li><li>Chemical and Biomolecular Engineering</li><li>Chemical and Petroleum Engineering,Chemical Engineering,1
55685,Mark Hendrickson,University of California San Diego,ucsd.edu,"History</li><li>History and Philosophy of Science</li><li>History of Science</li><li>History of American Civilization</li><li>Conceptual and Historical Studies of Science</li><li>History of Science, Technology and Medicine</li><li>History (Science Studies)</li><li>History of Science and Technology</li><li>History and Sociology of Science</li><li>History of Culture",History,1
63790,Linda Wordeman,University of Washington,washington.edu,"Integrative Physiology</li><li>Molecular, Cellular and Integrative Physiology</li><li>Physiology and Biophysics</li><li>Physiological Sciences</li><li>Cellular and Integrative Physiology</li><li>Physiology</li><li>Molecular Physiology and Biophysics</li><li>Life Sciences</li><li>Endocrinology-Reproductive Physiology</li><li>Cellular and Molecular Pathology",Physiology,1
16805,Ronald P Toby,University of Illinois at Urbana-Champaign,illinois.edu,"History</li><li>History and Philosophy of Science</li><li>History of Science</li><li>History of American Civilization</li><li>Conceptual and Historical Studies of Science</li><li>History of Science, Technology and Medicine</li><li>History (Science Studies)</li><li>History of Science and Technology</li><li>History and Sociology of Science</li><li>History of Culture",History,1
14977,Pamela Yelick,Harvard University,harvard.edu,"Biology</li><li>Biological Sciences</li><li>Biology: Medical Sciences, Division of</li><li>Integrative Biology</li><li>Biology, Molecular and Cellular</li><li>Biological Science</li><li>Biology, Organismic and Evolutionary</li><li>Biology </li><li>Biology: Medical Sciences</li><li>Free Radical and Radiation Biology",Biology,1
57996,Darrel W Stafford,University of North Carolina Chapel Hill,unc.edu,"Chemistry</li><li>Chemistry and Chemical Biology</li><li>Chemistry and Biochemistry</li><li>Chemistry </li><li>Chemical Biology</li><li>Chemistry (Chemical Physics)</li><li>Environmental Chemistry and Technology</li><li>Chemistry, Physical</li><li>Organic Chemistry</li><li>Chemistry, Biochemistry",Chemistry,1
10332,David Holowka,Cornell University,cornell.edu,"Microbiology</li><li>Microbiology, Immunology and Cancer Biology</li><li>Microbiology and Molecular Genetics</li><li>Microbiology, Immunology, and Molecular Genetics</li><li>Microbiology ALS</li><li>Molecular Microbiology and Immunology</li><li>Microbiology, Molecular Biology and Biochemistry</li><li>Microbiology and Immunology</li><li>Microbiology MED</li><li>Virology",Microbiology,1
3434,Steven W Leavitt,University of Arizona,arizona.edu,"Geological Sciences</li><li>Geology</li><li>Geosciences</li><li>Earth and Planetary Science</li><li>Earth and Environmental Sciences</li><li>Earth Sciences</li><li>Soil, Water and Environmental Science</li><li>Hydrology</li><li>Geophysical Sciences</li><li>Planetary Sciences</li><li>Earth and Space Sciences</li><li>Geological and Atmospheric Sciences</li><li>Soils and Biogeochemistry",Earth Sciences,1
49489,Reen Wu,University of California Davis,ucdavis.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",1
5993,Brett Martin,City University of New York,cuny.edu,"Speech and Hearing Sciences</li><li>Communication Sciences and Disorders</li><li>Speech, Language and Hearing Sciences</li><li>Speech, Language and Hearing</li><li>Language and Communication Disorders </li><li>Communicative Disorders</li><li>Communicative Disorders and Sciences</li><li>Speech Pathology and Audiology</li><li>Speech-Language-Hearing Sciences</li><li>Hearing and Speech Sciences",Communication Sciences and Disorders,1
52757,Sorin T Popa,University of California Los Angeles,ucla.edu,"Mathematics</li><li>Mathematics, Statistics and Computer Science</li><li>Scientific Computation",Mathematics,1
61063,Charles S Campbell,University of Southern California,usc.edu,Mechanical Engineering</li><li>Mechanical and Aerospace Engineering</li><li>Engineering Sciences (Mechanical Engineering)</li><li>Mechanical Engineering and Materials Science</li><li>Mechanical and Aeronautical Engineering</li><li>Mechanical Science and Engineering</li><li>Mechanical Engineering and Applied Mechanics</li><li>Engineering Mechanics</li><li>Theoretical and Applied Mechanics</li><li>Engineering Sciences (Applied Mechanics),Mechanical Engineering,1
64403,Stan Fields,University of Washington,washington.edu,Genetics</li><li>Genetics and Genomics</li><li>Molecular Genetics and Microbiology</li><li>Human Genetics</li><li>Computational Biology and Bioinformatics</li><li>Computational Molecular Biology</li><li>Genome Sciences</li><li>Molecular Genetics and Cell Biology</li><li>Genomics and Computational Biology</li><li>Molecular Genetics,Genetics and Genomics,1
50662,Linda R Cohen,University of California Irvine,uci.edu,Economics</li><li>Applied Economics</li><li>Development</li><li>Economics and Business</li><li>Applied Economics and Management</li><li>Health Care Management and Economics</li><li>Economics and International Affairs,Economics,1
59468,Mariano G Blanco,University of North Carolina Chapel Hill,unc.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",1
25169,Steven J Haider,Michigan State University,msu.edu,Economics</li><li>Applied Economics</li><li>Development</li><li>Economics and Business</li><li>Applied Economics and Management</li><li>Health Care Management and Economics</li><li>Economics and International Affairs,Economics,1
36675,Anand Jagota,University of Pennsylvania,upenn.edu,Materials Science</li><li>Materials</li><li>Material Science and Engineering</li><li>Materials Engineering</li><li>Materials Science and Engineering</li><li>Materials Science Engineering</li><li>Materials Science and Mechanical Engineering,Materials Science and Engineering,1
15312,Teresa Amabile,Harvard University,harvard.edu,Business and Management: Management and Organization</li><li>Business Studies (Organizational Behavior)</li><li>Organizational Behavior - Human Resource Management</li><li>Organizations and Entrepreneurship</li><li>Organizational Behavior and Human Resource Management,Organizational Behavior and Theory,1
57648,Beverly H Koller,University of North Carolina Chapel Hill,unc.edu,"Biochemistry</li><li>Integrated Life Sciences</li><li>Molecular and Cell Biology</li><li>Biological Sciences</li><li>Molecular Biology</li><li>Genetics and Molecular Biology</li><li>Biophysics</li><li>Biochemistry, Biophysics and Molecular Biology</li><li>Biochemistry, Molecular Biology and Biophysics</li><li>Molecular, Cellular, Developmental Biology and Genetics</li><li>Comparative Pathology</li><li>Genetics, Development and Cell Biology</li><li>Biochemistry and Biophysics</li><li>Genetic, Molecular and Cell Biology</li><li>Molecular Cancer Biology</li><li>Molecular, Cellular and Developmental Biology</li><li>Chemical Physics</li><li>Molecular and Cellular Biology</li><li>Biochemistry-ALS</li><li>Biochemistry and Molecular Biology</li><li>Comparative and Molecular Biosciences</li><li>Comparative Pathobiology</li><li>Roswell Park . Cellular and Molecular Biology</li><li>Molecular, Cell, and Dev Biology","Biochemistry, Biophysics, and Structural Biology",1
22687,William Mccallum,Iowa State University,iastate.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,1
18492,Loren H Rieseberg,Indiana University Bloomington,indiana.edu,"Ecology</li><li>Ecology, Evolution and Marine Biology</li><li>Ecology, Evolution and Organismal Biology</li><li>Ecology, Evolution and Behavior</li><li>Ecology and Evolutionary Biology</li><li>Population Biology</li><li>Behavior, Ecology, Evolution and Systematics</li><li>Evolutionary Biology</li><li>Ecology and Evolution</li><li>Social Ecology",Ecology and Evolutionary Biology,1
27346,Paul A Shackel,University of Maryland College Park,umd.edu,American Studies</li><li>American Studies and Ethnicity</li><li>Transnational Studies - American Studies,American Studies,1
16282,Kent A Ono,University of Illinois at Urbana-Champaign,illinois.edu,Communication</li><li>Communication Studies</li><li>Journalism</li><li>Mass Communications</li><li>Technology</li><li>Journalism and Mass Communication</li><li>Communication and Culture</li><li>Mass Communications and Telecommunications</li><li>Social and Cultural Analysis</li><li>Cultural Studies</li><li>Social Thought</li><li>Communication Arts and Sciences - Media and Information Studies</li><li>Communication Arts</li><li>Philanthropic Studies,Communication,1
36004,Kris Paulsen,Ohio State University,osu.edu OR site:ohio-state.edu,"Art History</li><li>History of Art</li><li>Art and Archaeology</li><li>Art History and Archaeology</li><li>History of Art and Architecture</li><li>Art, Art History and Visual Studies</li><li>Art History, Theory and Criticism</li><li>Ancient History and Mediterranean Archaeology</li><li>History and Theory of Art</li><li>Art: Art History","History of Art, Architecture, and Archaeology",1
43143,Charles M Lamb,State University of New York Buffalo,buffalo.edu,Political Science</li><li>Politics</li><li>Government and Politics</li><li>Government</li><li>International Relations</li><li>Political Economy and Public Policy</li><li>Political Science and International Affairs</li><li>Political Economy and Government</li><li>International Relations and Public Administration,Political Science,1
34920,Raquel Bernal,Northwestern University,northwestern.edu,Marketing</li><li>Consumer Sciences and Retailing</li><li>Business and Management: Marketing</li><li>Retailing</li><li>Consumer Science</li><li>Marketing and Consumer Behavior,Marketing,1
45610,Wes Thompson,University of Texas Austin,utexas.edu,"Microbiology</li><li>Microbiology, Immunology and Cancer Biology</li><li>Microbiology and Molecular Genetics</li><li>Microbiology, Immunology, and Molecular Genetics</li><li>Microbiology ALS</li><li>Molecular Microbiology and Immunology</li><li>Microbiology, Molecular Biology and Biochemistry</li><li>Microbiology and Immunology</li><li>Microbiology MED</li><li>Virology",Microbiology,1
47268,Patrick Kociolek,University of Colorado Boulder,colorado.edu,"Ecology</li><li>Ecology, Evolution and Marine Biology</li><li>Ecology, Evolution and Organismal Biology</li><li>Ecology, Evolution and Behavior</li><li>Ecology and Evolutionary Biology</li><li>Population Biology</li><li>Behavior, Ecology, Evolution and Systematics</li><li>Evolutionary Biology</li><li>Ecology and Evolution</li><li>Social Ecology",Ecology and Evolutionary Biology,1
41544,Konrad Tuchscherer,Purdue University,purdue.edu,"History</li><li>History and Philosophy of Science</li><li>History of Science</li><li>History of American Civilization</li><li>Conceptual and Historical Studies of Science</li><li>History of Science, Technology and Medicine</li><li>History (Science Studies)</li><li>History of Science and Technology</li><li>History and Sociology of Science</li><li>History of Culture",History,1
30695,Stephen W Schondelmeyer,University of Minnesota,umn.edu,"Pharmaceutical Sciences</li><li>Pharmacy</li><li>Industrial and Physical Pharmacy</li><li>Pharmaceutics</li><li>Pharmaceutical Economics and Policy</li><li>Social and Administrative Pharmacy</li><li>Pharmacy Practice</li><li>Social, Administrative and Clinical Pharmacy</li><li>Biopharmaceutical Sciences</li><li>Social and Administrative Sciences in Pharmacy",Pharmacy and Pharmaceutical Sciences,1
9027,Eric Schickler,University of Chicago,uchicago.edu,Political Science</li><li>Politics</li><li>Government and Politics</li><li>Government</li><li>International Relations</li><li>Political Economy and Public Policy</li><li>Political Science and International Affairs</li><li>Political Economy and Government</li><li>International Relations and Public Administration,Political Science,1
65893,Christine Pawley,University of Wisconsin Madison,wisc.edu,Information and Computer Science</li><li>Information Science</li><li>Information and Library Science</li><li>Information School</li><li>Library and Information Services</li><li>Information and Library Science: Information Science</li><li>Information Studies</li><li>Library and Information Studies</li><li>Library and Information Science</li><li>Information Resources and Library Science,Library and Information Science,1
